53	数据分析师（高级）	益田村	18:13发布	12k-20k	12k-20k 经验1-3年 / 本科	新零售 汽车 数据仓库 数仓建模 SQLServer Python	“发展前景、环境优美、团队氛围好”	移动互联网,消费生活 / B轮 / 500-2000人	优车库
54	数据分析师（Python）	福田区	18:27发布	10k-15k	10k-15k 经验1-3年 / 本科	数据库开发 数据挖掘 Python 金融行业	“五险一金、周末双休、加班补贴、节日福利”	移动互联网,电商 / 未融资 / 15-50人	Atom intl
55	数据分析师 （偏机器学习）	宝安区	18:03发布	13k-25k	13k-25k 经验1-3年 / 本科	数据挖掘 机器学习 用户画像 数据分析	“带薪年假，五险一金，车补，下午茶，包住”	消费生活,移动互联网 / 未融资 / 150-500人	万顺叫车
56	02315R-资深数据分析师(平台电商领域)	福田区	00:00发布	30k-60k	30k-60k 经验3-5年 / 本科	电商 数据分析	“五险一金,绩效奖金,员工旅游,节日福利”	金融 / 上市公司 / 2000人以上	平安人寿
57	游戏数据分析师	南山区	17:24发布	8k-16k	8k-16k 经验1-3年 / 本科	游戏 数据分析 市场策划 市场竞争分析 游戏市场策划	“年底双薪,员工旅游,五险一金,带薪年假”	移动互联网,广告营销 / 未融资 / 50-150人	动能无线
58	1231MF-供应商数据分析岗	福田区	10:16发布	15k-20k	15k-20k 经验3-5年 / 本科	大数据 金融	“五险一金,带薪年假,节日福利,定期体检”	金融 / 上市公司 / 2000人以上	平安金服
59	高级数据分析师（数据挖掘方向）	南山区	18:52发布	25k-40k	25k-40k 经验5-10年 / 本科	本地生活 物联网 数仓建模 数仓架构 数据挖掘 数据架构	“业务场景多样化 高频数据积累 核心岗位”	移动互联网,消费生活 / B轮 / 2000人以上	来电科技
60	数据分析经理	科技园	18:04发布	20k-30k	20k-30k 经验5-10年 / 本科	数据挖掘 数据分析 数据库开发 SQLServer	“大公司 福利待遇好 交通便利”	移动互联网,企业服务 / 不需要融资 / 500-2000人	慧择信息集团
61	高级数据分析师（数据挖掘方向）	南山区	18:11发布	20k-40k	20k-40k 经验5-10年 / 本科	数据挖掘	“周末双休”	移动互联网,消费生活 / B轮 / 2000人以上	来电科技
62	高级数据分析工程师	南山区	17:19发布	20k-40k	20k-40k 经验3-5年 / 本科	金融 Hadoop	“亿级优质活跃用户，高并发高可用技术挑战”	硬件 / 不需要融资 / 2000人以上	OPPO
63	数据分析师-游戏	后海	16:13发布	10k-15k	10k-15k 经验1-3年 / 大专	游戏 数据挖掘	“六险一金,周末双休，旅游，带薪年假”	移动互联网,游戏 / D轮及以上 / 150-500人	宜搜
64	大数据分析师	东门	16:59发布	6k-8k	6k-8k 经验不限 / 本科	大数据	“五险一金，年底双薪”	电商 / 不需要融资 / 50-150人	彬煌投资贸易
65	大数据分析师	罗湖区	16:43发布	25k-50k	25k-50k 经验3-5年 / 本科	大数据 Hadoop Hive	“福利待遇优厚，发展前景广阔”	金融 / 上市公司 / 2000人以上	平安金服
